# Exercise 17
-------------------------------------------------------------------------
# Return a list of adresses ordered by length of the combined columns addressLine1 and city


mysql>  SELECT
            CONCAT_WS(', ', addressLine1, city) as address,
            LENGTH(CONCAT_WS(', ', addressLine1, city)) AS length
        FROM
            Address
        ORDER BY
            LENGTH(address) DESC;



+---------------------------------------------------------------+--------+
| address                                                       | length |
| Ap #725-9880 Posuere Avenue, Berlin                           |     35 |
| P.O. Box 315, 2637 Nulla St., ?om?a                           |     35 |
| P.O. Box 655, 968 Leo Road, Reading                           |     35 |
| 460-4964 Odio Rd., Cap-Saint-Ignace                           |     35 |
| Ap #485-486 Ultrices Road, Kimberly                           |     35 |
| P.O. Box 375, 9141 Sit Rd., Calgary                           |     35 |
| P.O. Box 449, 1735 Dolor Av., Sefro                           |     35 |
| P.O. Box 145, 612 Ipsum Ave, Dublin                           |     35 |
| Ap #102-8295 Gravida Avenue, Mielec                           |     35 |
| Ap #569-8724 Vestibulum Rd., Dublin                           |     35 |
| Ap #877-1088 Dictum Road, Zierikzee                           |     35 |
| 707-7762 Urna. Av., Mata de Plátano                           |     35 |
| P.O. Box 771, 2386 Ipsum Ave, Veere                           |     35 |
| 7670 Malesuada Avenue, Indianapolis                           |     35 |
| 645-9556 Massa. Avenue, Spijkenisse                           |     35 |
| P.O. Box 145, 6896 Diam Rd., Galway                           |     35 |
| P.O. Box 569, 4746 Ante St., Málaga                           |     35 |
| Ap #688-3437 Tortor, Avenue, Meppel                           |     35 |
| Ap #437-8487 Nostra, Av., Ramillies                           |     35 |
| P.O. Box 864, 6257 Non Ave, Legnica                           |     35 |
| P.O. Box 841, 2680 Ac Road, Patarrá                           |     35 |
| 237-7895 Fringilla Road, Roosendaal                           |     35 |
| Ap #229-3017 Aenean Avenue, Bunbury                           |     35 |
| 607-1488 Consectetuer, Road, Berlin                           |     35 |
| P.O. Box 142, 9861 Ante St., Gda?sk                           |     35 |
| 501-6837 Aliquam Street, Strasbourg                           |     35 |
| Ap #765-2433 Sit Rd., Murray Bridge                           |     35 |
| P.O. Box 258, 1771 Duis St., Eisden                           |     35 |
| Ap #401-3147 Posuere Road, Albacete                           |     35 |
| Ap #520-8395 Phasellus Rd., Malbaie                           |     35 |
| Ap #811-208 Penatibus Rd., Barbania                           |     35 |
| 951-6831 Vulputate, Street, Hamburg                           |     35 |
| P.O. Box 976, 9414 Gravida Av., Mal                           |     35 |
| Ap #960-8335 Orci Street, Castanhal                           |     35 |
| 5005 Ipsum Road, Asnières-sur-Seine                           |     35 |
| P.O. Box 253, 677 Nunc St., Belfort                           |     35 |
| P.O. Box 885, 2314 Sit Ave, Huissen                           |     35 |
| 143-512 Ullamcorper, Rd., Newmarket                           |     35 |
| Ap #281-1495 Ornare, St., Hillsboro                           |     35 |
| 648-9991 Lorem, Road, San Francisco                           |     35 |
| 5020 Parturient Av., Blue Mountains                           |     35 |
| P.O. Box 235, 8505 Et Av., Istanbul                           |     35 |
| P.O. Box 408, 9391 Ipsum St., Cork                            |     34 |
| P.O. Box 474, 2367 Ut Ave, Córdoba                            |     34 |
| Ap #676-1071 Dolor Av., Concepción                            |     34 |
| 848-362 Lacus. Av., Bergen op Zoom                            |     34 |
| P.O. Box 458, 1059 Et, Av., Getafe                            |     34 |
| 733-4358 Eros. Ave, Bia?a Podlaska                            |     34 |
| 779-2185 Pharetra, Rd., Des Moines                            |     34 |
| 346-6001 Lobortis, Rd., Petrópolis                            |     34 |
| Ap #823-216 Vestibulum Rd., Mobile                            |     34 |
| Ap #780-2805 Vestibulum. Ave, Lugo                            |     34 |
| 613-6965 Rutrum, Road, Rockhampton                            |     34 |
| Ap #370-7745 Sem Street, Ashburton                            |     34 |
| Ap #479-8049 Ligula. Rd., Brisbane                            |     34 |
| Ap #483-8812 Diam Avenue, Tauranga                            |     34 |
| P.O. Box 131, 519 Metus. St., Hilo                            |     34 |
| P.O. Box 923, 9695 Luctus Rd., Moe                            |     34 |
| Ap #846-6851 Quisque Street, Flint                            |     34 |
| 223-8962 Tristique Avenue, Birecik                            |     34 |
| 326-7534 Mauris Street, Jamshedpur                            |     34 |
| P.O. Box 885, 7396 Eros Road, Muno                            |     34 |
| 975-835 Dignissim Road, San Rafael                            |     34 |
| Ap #474-7655 Egestas. Av., LaSalle                            |     34 |
| P.O. Box 162, 4809 Elit Av., Herne                            |     34 |
| Ap #656-2747 Odio. Rd., Tuscaloosa                            |     34 |
| 9575 Luctus Road, La Seyne-sur-Mer                            |     34 |
| P.O. Box 926, 817 Luctus Ave, Swan                            |     34 |
| Ap #257-7081 Euismod Avenue, Rodez                            |     34 |
| P.O. Box 200, 5345 Cum Rd., Sydney                            |     34 |
| Ap #381-7684 Taciti St., Turrialba                            |     34 |
| P.O. Box 909, 3877 Sed St., Berlin                            |     34 |
| Ap #134-8682 Dui Avenue, Lakeshore                            |     34 |
| Ap #386-6225 Purus. St., Karacabey                            |     34 |
| 705-7080 Vestibulum St., Périgueux                            |     34 |
| 770-2070 Auctor Road, Macclesfield                            |     34 |
| P.O. Box 572, 1558 Quam Ave, Minna                            |     34 |
| 492-6990 Praesent Avenue, Paradise                            |     34 |
| Ap #435-6959 Dui, Ave, San Lorenzo                            |     34 |
| Ap #943-4759 Vulputate Rd., Cairns                            |     34 |
| Ap #229-6918 Metus. Av., Limelette                            |     34 |
| 3560 Sapien Street, Waiheke Island                            |     34 |
| 119-5148 Magna. Street, ?skenderun                            |     34 |
| P.O. Box 719, 4230 Amet St., Dutse                            |     34 |
| 286-1193 Convallis Avenue, Schagen                            |     34 |
| Ap #938-6125 Quam. Street, Huissen                            |     34 |
| P.O. Box 724, 4648 Diam Ave, Mainz                            |     34 |
| Ap #390-6717 Sagittis. Rd., Blevio                            |     34 |
| Ap #690-2521 Nonummy Avenue, Mâcon                            |     34 |
| Ap #650-2821 Arcu. Street, Siedlce                            |     34 |
| Ap #194-8456 Interdum Road, Kaduna                            |     34 |
| 865-7750 Lobortis St., Bhubaneswar                            |     34 |
| Ap #410-6367 Eu, Road, San Vicente                            |     34 |
| Ap #205-2251 Imperdiet Rd., Gölcük                            |     34 |
| P.O. Box 409, 7612 At, Ave, Vienna                            |     34 |
| 511-7510 Ridiculus Rd., Allappuzha                            |     34 |
| P.O. Box 915, 3207 Et Ave, Alviano                            |     34 |
| Ap #532-7643 Eget Rd., Carapicuíba                            |     34 |
| P.O. Box 446, 7829 Nec Rd., Berlin                            |     34 |
| Ap #158-1918 Adipiscing Ave, Butte                            |     34 |
| Ap #962-9286 Dolor St., Sacramento                            |     34 |
| 7255 Pellentesque Street, Koszalin                            |     34 |
| Ap #539-9265 Ligula Avenue, Orbais                            |     34 |
| P.O. Box 756, 983 Neque St., Legal                            |     34 |
| P.O. Box 391, 8553 Ac, St., Aurora                            |     34 |
| 126-7035 Orci. St., Blue Mountains                            |     34 |
| 475-2218 Lacus. Ave, Bowling Green                            |     34 |
| Ap #153-5058 Pede, Avenue, Thorold                            |     34 |
| Ap #968-380 Lectus. Rd., Zutendaal                            |     34 |
| Ap #769-3932 Lectus Avenue, Kaduna                            |     34 |
| 3439 Pellentesque Av., Springfield                            |     34 |
| 237-5884 Felis Av., Castle Douglas                            |     34 |
| Ap #966-7854 Ornare, Ave, Barranca                            |     34 |
| P.O. Box 758, 7137 Eu, St., Sokoto                            |     34 |
| Ap #749-7943 Tempor, St., Poitiers                            |     34 |
| Ap #395-7080 Risus. St., Portofino                            |     34 |
| 3081 Duis Avenue, San Juan de Dios                            |     34 |
| 268-5377 Posuere St., New Maryland                            |     34 |
| Ap #590-218 Nascetur St., Raurkela                            |     34 |
| 662-4929 Hymenaeos. Road, Portland                            |     34 |
| Ap #268-4078 Orci, Road, Amsterdam                            |     34 |
| Ap #162-6353 Pede, St., Monghidoro                            |     34 |
| Ap #155-3463 Sagittis Ave, Gresham                            |     34 |
| P.O. Box 320, 204 Lorem, Rd., Cork                            |     34 |
| Ap #850-7475 Cursus St., Bostaniçi                            |     34 |
| 497-4796 Morbi Avenue, Bremerhaven                            |     34 |
| Ap #157-5657 Phasellus St., Kraków                            |     34 |
| 828-3284 Vehicula. Avenue, Belfast                            |     34 |
| 797-6553 Vulputate, St., Cambridge                            |     34 |
| Ap #515-4263 Suspendisse Av., Erie                            |     34 |
| P.O. Box 384, 816 Diam Av., Vienna                            |     34 |
| 603-4151 Aliquam Ave, Acquafondata                            |     34 |
| P.O. Box 269, 9100 Mi. Rd., Vienna                            |     34 |
| Ap #497-7784 Amet Road, South Bend                            |     34 |
| Ap #824-5451 Venenatis St., Kaduna                            |     34 |
| Ap #295-3790 Mauris Street, Funtua                            |     34 |
| Ap #608-9046 Venenatis Av., Vienna                            |     34 |
| Ap #862-9148 Arcu. Street, Gasteiz                            |     34 |
| 7222 Sollicitudin Av., Divinópolis                            |     34 |
| P.O. Box 917, 7842 Non, Road, Gary                            |     34 |
| P.O. Box 197, 9370 Est, Ave, ?om?a                            |     34 |
| 155-8686 Dignissim Avenue, Waitara                            |     34 |
| Ap #636-4003 Luctus Rd., Oldenzaal                            |     34 |
| Ap #973-2303 Feugiat. Rd., Antalya                            |     34 |
| 419-1743 Erat, Street, Idaho Falls                            |     34 |
| P.O. Box 174, 4659 Eu, Ave, Dublin                            |     34 |
| Ap #217-7967 Eleifend St., Whyalla                            |     34 |
| Ap #821-4740 Congue Av., Harlingen                            |     34 |
| 906-6445 Blandit Road, Little Rock                            |     34 |
| 4216 Consectetuer St., Jauchelette                            |     34 |
| 788-1455 Facilisis, Ave, Vlissegem                            |     34 |
| 2979 Sed Rd., Jerez de la Frontera                            |     34 |
| Ap #806-4662 Magna. Street, Dublin                            |     34 |
| 8105 At Road, Jerez de la Frontera                            |     34 |
| Ap #229-7956 A St., Waiheke Island                            |     34 |
| 238-8864 Volutpat. St., San Rafael                            |     34 |
| P.O. Box 778, 4493 Sed Rd., Okpoko                            |     34 |
| 671-9410 Molestie Ave, Maryborough                            |     34 |
| P.O. Box 154, 9768 Dui Ave, Lleida                            |     34 |
| 535-6203 Egestas. Rd., Santa Inês                             |     33 |
| P.O. Box 422, 4842 Eu St., Málaga                             |     33 |
| P.O. Box 338, 9626 A, Av., Thurso                             |     33 |
| 692-299 Sed Road, Rocca di Cambio                             |     33 |
| 944-4683 Vulputate Rd., North Bay                             |     33 |
| Ap #512-7721 Nunc St., Coldstream                             |     33 |
| 890-2728 Dolor. Street, Lexington                             |     33 |
| Ap #398-9713 Eros Road, Rio Verde                             |     33 |
| 707-584 Eu Avenue, Drayton Valley                             |     33 |
| 979-7774 Tellus. Av., Bloomington                             |     33 |
| Ap #966-1773 Eu Street, Zierikzee                             |     33 |
| Ap #569-6975 Natoque St., Chelsea                             |     33 |
| Ap #695-2121 Lacus Street, Alanya                             |     33 |
| Ap #487-1950 Ante. Street, Pozna?                             |     33 |
| P.O. Box 864, 8154 Et Rd., Huntly                             |     33 |
| 6620 Vivamus St., Mogi das Cruzes                             |     33 |
| P.O. Box 769, 7704 A, Av., Berlin                             |     33 |
| Ap #338-7367 Consequat Rd., Konin                             |     33 |
| Ap #459-1383 Donec St., Greenwich                             |     33 |
| Ap #322-7276 Varius Street, Delta                             |     33 |
| 377-9228 Ultrices, Av., Rockville                             |     33 |
| Ap #932-2767 Risus Av., San Pablo                             |     33 |
| 7159 Porttitor Street, Camaragibe                             |     33 |
| P.O. Box 219, 495 Sit Ave, Nethen                             |     33 |
| Ap #659-8773 Commodo Ave, Diadema                             |     33 |
| Ap #735-4800 Sagittis St., Dublin                             |     33 |
| Ap #426-4360 At Road, Carapicuíba                             |     33 |
| P.O. Box 790, 214 Nunc St., L?vis                             |     33 |
| 908-5659 Sagittis. Rd., Dubuisson                             |     33 |
| Ap #815-7162 Dapibus Rd., Accadia                             |     33 |
| 270-9190 Dolor Ave, Sankt Ingbert                             |     33 |
| P.O. Box 476, 1709 Donec St., Uyo                             |     33 |
| 621-7247 Velit Avenue, Middelburg                             |     33 |
| 625-8360 Sagittis St., Pescantina                             |     33 |
| P.O. Box 575, 5057 Ac Av., Kailua                             |     33 |
| 8985 Tortor, St., Rivi?re-du-Loup                             |     33 |
| Ap #990-9074 Nec, Av., Las Palmas                             |     33 |
| Ap #748-7651 Enim. Street, Auburn                             |     33 |
| Ap #691-2902 Lectus. Rd., M?lheim                             |     33 |
| Ap #187-4989 Cras Avenue, Hamburg                             |     33 |
| P.O. Box 454, 1656 Nec Rd., Dutse                             |     33 |
| 574-4804 Pharetra. Avenue, Joliet                             |     33 |
| Ap #214-8872 Orci. St., Vilvoorde                             |     33 |
| Ap #203-2095 Nulla Rd., Wijshagen                             |     33 |
| P.O. Box 491, 3011 Nunc Av., Cork                             |     33 |
| 335-9267 Gravida Rd., Springfield                             |     33 |
| Ap #148-8476 Justo. Rd., Rockford                             |     33 |
| Ap #492-6250 Vitae, St., Richmond                             |     33 |
| 167-1979 Sollicitudin Av., Vienna                             |     33 |
| 965-7590 Arcu. Street, Chapadinha                             |     33 |
| Ap #896-8053 Sodales Rd., Belfast                             |     33 |
| 280-1934 Odio Avenue, Bremerhaven                             |     33 |
| 169-4326 Aliquam Av., Maryborough                             |     33 |
| Ap #582-8567 Aliquet St., Salihli                             |     33 |
| 434-9815 Adipiscing Avenue, Omaha                             |     33 |
| P.O. Box 899, 1515 A Road, Ankara                             |     33 |
| Ap #868-3432 Elit, Av., Moose Jaw                             |     33 |
| Ap #614-9618 Nostra, Street, Gary                             |     33 |
| 579-1771 Ornare Avenue, Ogbomosho                             |     33 |
| 944-3887 Sollicitudin Rd., Dublin                             |     33 |
| Ap #839-4803 Ultrices. Ave, Veere                             |     33 |
| 1409 Sagittis St., Casciana Terme                             |     33 |
| Ap #417-5618 Primis Av., Richmond                             |     33 |
| 382-8305 Facilisis Ave, Etobicoke                             |     33 |
| Ap #164-4617 Laoreet Av., Helmond                             |     33 |
| Ap #705-267 Ligula Avenue, Meppel                             |     33 |
| 226-5765 Blandit St., Bloomington                             |     33 |
| Ap #282-7282 Cubilia St., Lincoln                             |     33 |
| 299-910 Aliquam Avenue, North Bay                             |     33 |
| Ap #113-4152 Urna. Avenue, Boston                             |     33 |
| Ap #461-2098 Proin Rd., Woodstock                             |     33 |
| Ap #621-2123 Fusce Street, Vienna                             |     33 |
| P.O. Box 868, 5356 Odio St., Cork                             |     33 |
| P.O. Box 204, 9754 Nunc Rd., Leke                             |     33 |
| 840-8981 Egestas. Av., Colchester                             |     33 |
| 146-4046 Praesent Ave, Pike Creek                             |     33 |
| P.O. Box 352, 6645 Sed, St., Sale                             |     33 |
| 9024 Dictum St., Lauro de Freitas                             |     33 |
| 3220 Sem, Street, Hugli-Chinsurah                             |     33 |
| 196-8699 Suspendisse St., Ledbury                             |     33 |
| 864-9593 Tristique Avenue, Caxias                             |     33 |
| 586-2062 Imperdiet Road, Pilibhit                             |     33 |
| 851-1098 Mauris. Street, Katowice                             |     33 |
| P.O. Box 489, 6433 Sit St., Zaria                             |     33 |
| 6431 Augue, St., Galzignano Terme                             |     33 |
| 6241 Suspendisse Rd., Cz?stochowa                             |     33 |
| 8788 Nunc Street, Crystal Springs                             |     33 |
| 231-1776 Felis Street, Argenteuil                             |     33 |
| 742-2404 Penatibus Road, Bergerac                             |     33 |
| Ap #288-8666 Lectus St., Pamplona                             |     33 |
| 784-5819 Aliquet Rd., Clovenfords                             |     33 |
| Ap #805-7295 Pretium Ave, College                             |     33 |
| Ap #330-7952 Enim. Street, Rothes                             |     33 |
| 498-9924 Dignissim Road, Pilibhit                             |     33 |
| Ap #857-7660 Est. St., Haddington                             |     33 |
| 730-774 Suspendisse Av., Auckland                             |     33 |
| 620-3516 Orci. Rd., Mannekensvere                             |     33 |
| Ap #479-3674 Quis, Rd., Scalloway                             |     33 |
| P.O. Box 828, 4554 Ac St., Saumur                             |     33 |
| 3607 Dignissim Road, Juiz de Fora                             |     33 |
| 376-3018 Phasellus Rd., Greymouth                             |     33 |
| Ap #601-4071 Habitant Av., Waiuku                             |     33 |
| Ap #412-3584 Lorem Ave, Pagazzano                             |     33 |
| Ap #576-8150 Nec St., Montbéliard                             |     33 |
| 778-7915 Nulla Av., Sarreguemines                             |     33 |
| 713-3282 Elementum Rd., Mount Isa                             |     33 |
| Ap #448-3563 Nunc Street, Phoenix                             |     33 |
| Ap #287-7428 Malesuada Road, Kano                             |     33 |
| 748-7440 Sollicitudin Ave, Bremen                             |     33 |
| P.O. Box 881, 5084 A, Ave, Vienna                             |     33 |
| Ap #521-9925 Diam Road, Eindhoven                             |     33 |
| 494-7972 A Street, Kawartha Lakes                             |     33 |
| P.O. Box 847, 252 Ut St., Hamburg                             |     33 |
| 479-201 Pharetra. St., Birmingham                             |     33 |
| Ap #969-244 Erat, Avenue, Sydney                              |     32 |
| Ap #274-967 Mauris St., Belgrave                              |     32 |
| Ap #133-3885 Sed Road, Newcastle                              |     32 |
| Ap #268-289 Nibh Rd., Lethbridge                              |     32 |
| Ap #302-7964 Dolor Avenue, Patna                              |     32 |
| Ap #327-8421 Tempus Rd., Udaipur                              |     32 |
| 2999 Euismod Street, Muzaffarpur                              |     32 |
| Ap #468-5893 Praesent Ave, Blois                              |     32 |
| 351-5595 Aliquam Rd., San Isidro                              |     32 |
| 482-9638 Consequat Ave, Koszalin                              |     32 |
| Ap #501-7610 Dis Avenue, Udaipur                              |     32 |
| Ap #529-5002 Id, Rd., Ulhasnagar                              |     32 |
| Ap #442-5195 Risus. Ave, Quimper                              |     32 |
| 7517 Tincidunt, Avenue, Istanbul                              |     32 |
| Ap #554-4384 Proin St., Canberra                              |     32 |
| 639-6458 Praesent Avenue, Berlin                              |     32 |
| Ap #634-6002 Massa. Street, Cork                              |     32 |
| Ap #489-4442 Egestas St., Vienna                              |     32 |
| 153-2478 Aliquam Street, Augusta                              |     32 |
| Ap #514-462 Arcu. Road, Columbus                              |     32 |
| 476-8348 Quisque Av., San Miguel                              |     32 |
| 2074 Turpis Av., Cassano Spinola                              |     32 |
| Ap #475-8423 Nonummy. Av., Boise                              |     32 |
| Ap #132-1435 Arcu. Rd., Istanbul                              |     32 |
| Ap #190-220 Pede. Ave, Tongrinne                              |     32 |
| 356-9749 Imperdiet Rd., Istanbul                              |     32 |
| Ap #421-2883 Etiam St., Cuceglio                              |     32 |
| Ap #429-4004 Nulla Street, Minna                              |     32 |
| 339-2558 Semper, Street, LaSalle                              |     32 |
| 6314 Ornare. St., Spaniard's Bay                              |     32 |
| 245-3620 Massa Av., K?z?lcahamam                              |     32 |
| 859-6725 A, Avenue, Medicine Hat                              |     32 |
| Ap #488-809 Nunc. St., Kitchener                              |     32 |
| Ap #623-8803 Mauris Road, Owerri                              |     32 |
| Ap #221-9679 Sem Avenue, Bludenz                              |     32 |
| Ap #120-3081 At, Ave, Piracicaba                              |     32 |
| 815 Vestibulum. Street, Cheyenne                              |     32 |
| P.O. Box 569, 9954 Id Ave, Hachy                              |     32 |
| P.O. Box 230, 212 Et Ave, Kailua                              |     32 |
| Ap #780-6900 Nibh Avenue, Angers                              |     32 |
| 255-9894 Orci. Street, Turrialba                              |     32 |
| Ap #540-2676 Luctus Ave, Dorgali                              |     32 |
| Ap #390-9621 Montes, Ave, Berlin                              |     32 |
| Ap #217-3888 Et Street, Santarém                              |     32 |
| Ap #354-9978 Dolor Rd., Chandler                              |     32 |
| Ap #658-9397 Neque. St., Belfast                              |     32 |
| Ap #892-8787 Pede Ave, Pocatello                              |     32 |
| 708-4664 Vestibulum St., Corbara                              |     32 |
| Ap #654-510 Cursus Rd., Alajuela                              |     32 |
| Ap #494-5471 Arcu Ave, Hilversum                              |     32 |
| P.O. Box 506, 418 Eget Av., Goes                              |     32 |
| Ap #130-3023 Ornare, St., Austin                              |     32 |
| Ap #403-5050 Eu Avenue, Flushing                              |     32 |
| Ap #616-2880 Est, Road, Rollegem                              |     32 |
| Ap #500-780 Nunc Avenue, Lincoln                              |     32 |
| 1777 Convallis Avenue, Worcester                              |     32 |
| 520-8592 Nunc Street, New Radnor                              |     32 |
| P.O. Box 327, 408 Ante St., Awka                              |     32 |
| Ap #260-2056 Elit. Rd., Irricana                              |     32 |
| 358-2214 Dui, Rd., Fontanafredda                              |     32 |
| 3886 Consectetuer Avenue, Mobile                              |     32 |
| 722-3657 Faucibus Avenue, Vienna                              |     32 |
| 559-569 Feugiat. St., Huntsville                              |     32 |
| P.O. Box 971, 8103 A, Av., Toru?                              |     32 |
| Ap #992-821 Vulputate Rd., Konin                              |     32 |
| P.O. Box 550, 9976 Orci Rd., Oss                              |     32 |
| 5442 Suspendisse Rd., Maranguape                              |     32 |
| 1104 Nulla. St., Vitry-sur-Seine                              |     32 |
| 632-4774 Aliquam Rd., Roosendaal                              |     32 |
| 286-7309 Pellentesque Road, Bear                              |     32 |
| 5600 Dapibus Avenue, Castelmarte                              |     32 |
| 435-2542 Nostra, Road, Baracaldo                              |     32 |
| Ap #439-499 Egestas Road, Helena                              |     32 |
| Ap #162-3827 Turpis Av., Cáceres                              |     32 |
| Ap #208-4679 Nibh St., Owensboro                              |     32 |
| 202-2307 Phasellus Street, Price                              |     32 |
| P.O. Box 456, 4945 At Rd., Mâcon                              |     32 |
| Ap #555-6961 Euismod St., Satara                              |     32 |
| 961-685 Lacus. Street, Joinville                              |     32 |
| 908-7586 Arcu. Street, Baracaldo                              |     32 |
| Ap #627-7797 Tempor Rd., Portici                              |     32 |
| Ap #481-2337 Massa Av., Chandler                              |     32 |
| Ap #540-3452 Mattis Rd., Cambrai                              |     32 |
| Ap #157-5516 Massa. St., Bettiah                              |     32 |
| Ap #143-9604 Ac Road, Whitehaven                              |     32 |
| Ap #651-6750 Quisque Av., Ruthin                              |     32 |
| 392-4114 Vulputate Road, Kawerau                              |     32 |
| Ap #450-273 Donec Street, Osasco                              |     32 |
| Ap #863-6530 Ornare. St., Samsun                              |     32 |
| 271-9952 Mauris Rd., Cz?stochowa                              |     32 |
| 647-6655 Ultrices, Avenue, Provo                              |     32 |
| Ap #854-4386 Habitant Av., Çe?me                              |     32 |
| Ap #246-3347 Porta Ave, Chandler                              |     32 |
| 4758 Nascetur Avenue, Llanidloes                              |     32 |
| P.O. Box 476, 8205 Sem Av., Cork                              |     32 |
| P.O. Box 345, 3981 At Ave, Sluis                              |     32 |
| Ap #388-1279 Inceptos Ave, Cañas                              |     32 |
| Ap #982-7107 Cras St., Baili?vre                              |     32 |
| Ap #808-2498 Dui Ave, Alcobendas                              |     32 |
| 7097 Gravida Avenue, Grey County                              |     32 |
| Ap #662-7212 Ornare, Av., Satara                              |     32 |
| 430-1412 Euismod St., Quispamsis                              |     32 |
| Ap #639-9062 Massa. St., Khandwa                              |     32 |
| 681-5135 Morbi St., Tillicoultry                              |     32 |
| 604-4863 Elementum, Road, Norman                              |     32 |
| Ap #312-5482 Porttitor Av., Daly                              |     32 |
| 862-6429 Lobortis, Ave, Maubeuge                              |     32 |
| Ap #827-8195 Et Avenue, Latisana                              |     32 |
| Ap #753-7925 Pede Rd., Waterbury                              |     32 |
| Ap #623-1035 Enim. Street, Sandy                              |     32 |
| Ap #767-3273 Magna St., Westport                              |     32 |
| 7676 Arcu. Av., Cap-Saint-Ignace                              |     32 |
| 989-1284 Aliquam, Avenue, Galway                              |     32 |
| Ap #200-179 Libero. Rd., Antakya                              |     32 |
| 329-7806 Eleifend Ave, Guarulhos                              |     32 |
| 304-2576 A St., K?dzierzyn-Ko?le                              |     32 |
| 3628 Cursus. St., Rio de Janeiro                              |     32 |
| Ap #657-8343 Neque Rd., Borsbeek                              |     32 |
| 690-5895 Urna. St., Qutubullapur                              |     32 |
| 745-9897 Vel Road, Koningshooikt                              |     32 |
| P.O. Box 124, 7659 At Av., Sluis                              |     32 |
| Ap #868-8607 Purus St., Poviglio                              |     32 |
| Ap #463-443 Ante Avenue, Berlin                               |     31 |
| Ap #618-808 At Rd., Ikot Ekpene                               |     31 |
| Ap #623-2002 Sem, Ave, Franeker                               |     31 |
| Ap #455-2434 Nullam Av., Vichte                               |     31 |
| 871-8919 Vivamus Street, Dublin                               |     31 |
| Ap #273-4914 Vivamus Rd., Banda                               |     31 |
| 5291 Libero Avenue, Divinópolis                               |     31 |
| 599-9889 Lacus. Av., Bad Vilbel                               |     31 |
| 7330 Scelerisque Av., Turrialba                               |     31 |
| 639-3771 Egestas Street, ?negöl                               |     31 |
| 346-152 Vivamus Avenue, Malbaie                               |     31 |
| Ap #553-3656 Odio Rd., Khanewal                               |     31 |
| Ap #371-1885 A Street, Vielsalm                               |     31 |
| Ap #110-5948 Magna Street, Linz                               |     31 |
| 253-9986 Euismod Rd., Cuddalore                               |     31 |
| 3954 Vestibulum St., New Bombay                               |     31 |
| 566-8963 Purus Av., Gravelbourg                               |     31 |
| 8915 Consectetuer Rd., Paulista                               |     31 |
| Ap #308-5674 Vitae, St., Hearst                               |     31 |
| Ap #810-4110 At Ave, Pietraroja                               |     31 |
| 264-7872 Magnis Road, Maiduguri                               |     31 |
| Ap #825-704 Eget, Street, Poole                               |     31 |
| 863-9857 Sagittis St., Warszawa                               |     31 |
| Ap #932-2414 Dictum St., Bayeux                               |     31 |
| 872-3035 Vivamus Street, Oakham                               |     31 |
| 255-9543 Ornare, Avenue, Shimla                               |     31 |
| 545-8343 Ligula. St., Wa?brzych                               |     31 |
| 7436 Condimentum Avenue, Vienna                               |     31 |
| 873-913 Lacinia. Ave, Castlegar                               |     31 |
| 507-8762 Risus Ave, João Pessoa                               |     31 |
| Ap #535-6720 Donec Rd., Belfast                               |     31 |
| 735-9055 Dignissim Avenue, Cork                               |     31 |
| 146 Placerat. Avenue, Bia?ystok                               |     31 |
| 1456 Fringilla Street, Velletri                               |     31 |
| Ap #376-9599 Non, St., Istanbul                               |     31 |
| Ap #519-5465 Tortor Rd., Vienna                               |     31 |
| 477-1233 Pede Avenue, Ijebu Ode                               |     31 |
| Ap #649-6091 Et Road, Paranaguá                               |     31 |
| 1184 Adipiscing Avenue, Porirua                               |     31 |
| Ap #382-4921 Donec St., Macduff                               |     31 |
| Ap #702-5998 Ante Ave, Dortmund                               |     31 |
| Ap #313-8592 Velit Road, Oakham                               |     31 |
| Ap #846-6617 Dolor Street, Mesa                               |     31 |
| 480-8195 Aliquam Ave, Dumbarton                               |     31 |
| P.O. Box 385, 944 Mi Av., Betim                               |     31 |
| Ap #845-578 Conubia Rd., Vienna                               |     31 |
| Ap #813-6105 In, St., Itterbeek                               |     31 |
| 860-8470 Lacus. Road, Ghaziabad                               |     31 |
| 288-7274 Eget, Road, Birmingham                               |     31 |
| Ap #167-2080 Magna. St., Amlwch                               |     31 |
| 5783 Scelerisque Ave, Ottignies                               |     31 |
| 665-1260 Mus. Road, Santa Fiora                               |     31 |
| 1165 Vestibulum Av., Palmerston                               |     31 |
| Ap #102-6974 Nec Street, Bowden                               |     31 |
| 199-2777 Vulputate Street, Jaén                               |     31 |
| 263-8124 Leo. Avenue, Jonqui?re                               |     31 |
| Ap #985-2807 Vel Rd., Lafayette                               |     31 |
| 361-2133 Purus. Avenue, Yorkton                               |     31 |
| Ap #730-5612 Sit Avenue, Dublin                               |     31 |
| 903-9542 Lorem Avenue, Anápolis                               |     31 |
| 335-7955 Suspendisse St., Gooik                               |     31 |
| 672-7972 Dolor Avenue, Sparwood                               |     31 |
| Ap #417-9009 Ipsum Road, Auburn                               |     31 |
| 413-4265 Pede. Rd., Sete Lagoas                               |     31 |
| Ap #935-4352 Erat Avenue, Levin                               |     31 |
| Ap #366-9236 Egestas St., Baden                               |     31 |
| 3279 Nec Rd., Villeneuve-d'Ascq                               |     31 |
| 780-3966 Ornare Ave, Chesapeake                               |     31 |
| Ap #932-257 Dignissim Av., Cork                               |     31 |
| 493-9675 Vitae, Av., Wellington                               |     31 |
| Ap #446-5751 Neque. St., Vienna                               |     31 |
